Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-54988,"Resin, Acrylic, Dental, Fibered",6520,MB,9-Dec-1994,,,
A-A-54990,"Needle, Hypodermic, Anesthesia",6515,MB,16-Dec-1994,,,
A-A-54994,Phacoemulsification Vitrectomy System,6515,MB,16-Dec-1994,,,
A-A-54995,"Refrigerator, Solid State Biologicals",4110,MB,16-Dec-1994,,,
A-A-54996,"Light, Ultraviolet, Specimen Examining (110 Volts, 60 Cycle)",6530,MB,16-Dec-1994,,,
A-A-54997,"Curtain, Bedside Screen",6530,MB,20-Jan-1995,,,
A-A-59196,"Truck, Aircraft Servicing (AST), 3 Ton High Lift, for Loadin",2320,84,25-Mar-1998,,,
A-A-59197B,Fatty Oil (For Metal- Working Lubricants),9150,GS3,21-Jun-2005,"Notice: 1 19-Dec-2007",,
A-A-59198A,Psychrometers,6685,GS1,11-Oct-2002,"Notice: 1 24-Feb-2004",,
A-A-51549,Dilator Set (Bakes),6515,MB,15-Jul-1986,,,
A-A-51554A,"Ebythromycin Ophthalmic Ointment, USP",6505,MB,7-Jun-1990,,,
A-A-51558,Nalbuphine Hydrochloride Injection,6505,MB,16-Jul-1986,,,
A-A-51606,"Skin Care Kit, Intravenous Catheter",6515,MB,8-Aug-1986,,,
A-A-51610,"Sponge, Surgical, Gauze, Bronchoscopic",6510,MB,7-Aug-1986,,,
A-A-51613,"Paper, Articulating, Dental (Full Arch)",6520,MB,25-Aug-1986,,,
A-A-51627,"Paste, Dental Laboratory (Silicone Insulating and Separating",6520,MB,25-Aug-1986,,,
A-A-51628,"Hose, Aerosol (Anethesia Respiratory Therapy)",6515,MB,25-Aug-1986,,,
A-A-51629,"Cup, Micro Sample, Automated Analysis (Conical, Polystyrene,",6630,MB,27-Aug-1986,,,
A-A-51635,"Tube, Duodenal, Surgical, Levin, Rubber",6515,MB,26-Aug-1986,,,
A-A-51642,"Hook, Incus, House",6515,MB,3-Sep-1986,,,
A-A-51645,"Dish, Moisture Determination, (Aluminum)",6640,MB,10-Sep-1986,,,
A-A-51646,"Splint, Universal",6515,MB,10-Sep-1986,,,
A-A-51659,"Adapter, Omtravempis. Catheter Injection Site (Plastic, Ster",6515,MB,12-Sep-1986,,,
A-A-0051660,"Manometer Set, Venous Blood Pressure",6515,MB,9-Sep-1986,,,
A-A-51664,Acetone Test Tablets,6550,MB,12-Sep-1986,"Notice: 1 29-Oct-2008",,
A-A-0051674,"Antiseptic-Anesthetic Lozenges, Phenolated",6505,MB,20-Jan-1987,,,
A-A-51689,"Disk, Micrometer, Microscope Eyepiece",6650,MB,20-Oct-1986,,,
A-A-51691A,Director and Tongue Tie,6515,MB,21-Apr-1987,,,
A-A-51527A,"Isoproterenol Hydrochloride Inhalation Aerosol, USP",6505,MB,13-Aug-1987,,,
A-A-51712A,"Tongs, Skull Traction Gardner-Wells",6515,MB,4-May-1988,,,
A-A-0051722,"Catheterization Pack, Urethral, Disposable, With Bottom Outl",6515,MB,16-Oct-1986,,,
A-A-0051730,"Prednisolone Tablets, USP",6505,MB,16-Oct-1986,,,
A-A-55519/2C,"Fuse , Inclosed Link, Subminiature, Surface Mount (SM), Time",5920,CC,16-May-2006,,,
A-A-59545,"Jacks, Dolly Type, Hydraulic, Automotive",4910,CC,27-Jul-2001,"Notice: 2 15-Jun-2006",,
A-A-55615,"Shield, Expansion (Wood Screw And Lag Bolt Self-Threading An",5340,IS,19-Jul-1995,,,
A-A-59693A,"Diesel Fuel, Biodiesel Blend (B20)",9140,AT,15-Jan-2004,,,
A-A-20278,"French Bread Pizza, Prepared, Frozen",8940,FV,21-Sep-2001,,,
A-A-20279,"Breakfast Pizza, Prepared, Frozen",8940,FV,21-Sep-2001,,,
A-A-20320,Fruit Snacks,8915,FV,20-Sep-2001,,,
A-A-20277,"Pizza, Prepared, Frozen",8940,FV,21-Sep-2001,,,
A-A-59649B,"Bearing, Roller, Tapered, Single Row, Normal Angle (Type TS)",3110,GS4,28-Sep-2005,,,
A-A-59650A,"Bearing, Roller, Tapered, Single Row, Normal Angle, Flanged",3110,GS4,22-May-2006,,,
A-A-59651A,"Bearing, Roller, Tapered, Single Row, Steep Angle (Type TSS)",3110,GS4,22-May-2006,,,
A-A-59652A,"Bearing, Roller, Tapered, Single Row, Steep Angle, Flanged C",3110,GS4,22-May-2006,,,
A-A-59653A,"Bearing, Roller, Tapered, Double Row, One Double Cone, Two S",3110,GS4,22-May-2006,,,
A-A-59654A,"Bearing, Roller, Tapered, Double Row, Normal Angle, Two Sing",3110,GS4,22-May-2006,,,
A-A-59613,"Hose and Hose Assemblies, Nonmetallic Spray",4720,CC,13-Aug-2001,"Notice: 1 31-Oct-2006",,
A-A-59611,"Compressor, Air, Diesel-Engine-Driven, Portable, Wheel-Mount",4310,CC,24-Aug-2001,"Notice: 3 13-Mar-2000",,
A-A-20338,"Milks, Fluid",8910,FV,31-Oct-2001,,,
A-A-59701B,"Wrist Strap, Electrostatic Discharge, General Requirement fo",5920,CC,3-May-2007,,,
A-A-59701/1A,"Wrist Strap, Single Conductor, Metal, Electrostatic Discharg",5920,CC,5-May-2006,,,
A-A-1011,"Caster, Swivel (Chair)",5340,IS,6-Jan-1983,,,
A-A-2733,"Cutlery, Galley and Kitchen (Cleaver, Forks, Knives, Spatula",7330,SS,7-Dec-1995,,,
A-A-50222,"Bucket, Helicopter, Fire Fighting",4210,AV,8-Jul-1986,"Notice: 0 --",,
A-A-50223A,"Scale, Beam Indicating: Weighing, Specific Gravity; Capacity",6670,GS1,17-Jul-2001,"Notice: 1 31-Oct-2005",,
A-A-50226B,"Shaking Machine, Testing Sieve, Laboratory, Portable, Hand-O",6635,CE3,30-Jun-2003,"Notice: 3 5-Mar-2007",,
A-A-50227,"T-Squares (Metal, Wood, and Plastic)",6675,IS,29-Oct-1986,,,
A-A-50228,"Strap, Hose and Ladder",4210,AV,31-Dec-1986,"Notice: 2 30-Nov-2006",,
A-A-50230,"Blanket, Fire (Wool, With Case)",4210,AV,3-Feb-1987,,,
A-A-50271,"Plate, Identification",9905,AR,1-Feb-1996,,,
A-A-50272,"Adhesives, Epoxy",8040,AR,28-Oct-1997,,,
A-A-50305,Dioctyl-P-Phenylenediamine (Antiozonant),4910,AL,17-Feb-1990,,,
A-A-50307,"Dynamometer, Engine Run-In 1000 Horsepower Capacity",4910,AL,23-Feb-1990,,,
A-A-50310,"Spray Gun, Paint (Heavy Duty, Siphon Feed)",4940,CC,30-May-1990,,,
A-A-50311,"Gun, Flushing, Radiator, and Engine Block",4910,AL,30-Jun-1992,,,
A-A-50313,"Creeper, Mechanics",4910,CC,15-Apr-1994,,,
A-A-50314,"Boring Machines, Engine Cylinder (Portable)",4910,AL,7-Feb-1997,,,
A-A-50335,"Spatula, Laboratory (Metal Blade)",6640,MB,28-Feb-1986,"Notice: 1 29-Jul-1987",,
A-A-50351,"Hose, Bronze, Annular Corrugated Metal, Single Braid, Flexib",4720,SH,17-Apr-1981,"Notice: 2 1-Feb-2008",,
A-A-50352C,"Clamp, Material Lifting (Plate, Vertical Lift)",3940,IS,27-Mar-1998,"Notice: 1 27-May-2004",,
A-A-50355B,"Gloves, Cloth, Vinyl Coated, Men's and Women's",8415,CT,17-Jul-1992,,,
A-A-50356B,"Handkerchief, Man's and Woman's",8445,NU,1-Mar-1990,,,
A-A-51483,"Blade & Frame, Dental Laboratory Saw (Plastic & Gypsum Mater",6520,MB,23-Jun-1986,,,
A-A-51485,"Brush, Cleaning, Dental Suction Apparatus Tip",6520,MB,23-Jun-1986,,,
A-A-51486,"Holder, Tooth Die Pin (Spring Type)",6520,MB,23-Jun-1986,,,
A-A-51487,"Bottle, Snap-On Cap (Titrator)",6640,MB,20-Jun-1986,,,
A-A-51488,"Fluoride Application Tray, Dental",6520,MB,31-Dec-1990,,,
A-A-51489,"Catheter, Urethral, Rubber, Foley",6515,MB,25-Sep-1986,,,
A-A-51567A,"Norethindrone & Ethinyl Estradiol Tablets, USP (Triphasic)",6505,MB,3-Sep-1987,,,
A-A-0051569,"Morphine Sulfate Tablets, Sustained-Release, Over 12 Hours",6505,MB,9-Jun-1987,,,
A-A-51576A,Preventive Dentistry Paste (Fluoridated),6520,MB,19-Mar-1990,,,
A-A-51579A,"Speculum, Eye (Barraquer)",6515,MB,12-Jun-1989,,,
A-A-51581A,"Resuscitator, Hand Operated",6515,MB,31-Aug-1987,,,
A-A-51582A,"Guide, Shade, Dental",6520,MB,20-Aug-1990,,,
A-A-51583A,"Crucible, Casting Machine, Dental",6520,MB,30-Jun-1987,,,
A-A-51586A,"Retractor, General, Senn",6515,MB,3-Feb-1987,,,
A-A-51587A,"Chisel, Dental",6520,MB,15-Feb-1988,,,
A-A-51588,"Wet Globe Temperature Kit (Dial Thermometer Type, Mechanical",6665,MB,1-Aug-1986,,,
A-A-51589,"Stairs, Exercise",6530,MB,12-Aug-1986,,,
A-A-51590,"Paddle, Pneumatic Compression",6525,MB,12-Aug-1986,,,
A-A-51591,"Shave Kit, Patient",6530,MB,12-Aug-1986,,,
A-A-51592A,"Cleaner, Automatic Film Processor (Two Part Cleaner)",6520,MB,31-Jul-1990,,,
A-A-51593,"Cover-Sling, Heat Treatment Pad",6530,MB,12-Aug-1986,,,
A-A-53065A,Test Tube,6640,MB,15-Jan-1988,,,
A-A-53066,"Bottle, Screw Cap",6640,MB,20-Jul-1987,,,
A-A-53070,"Stirrer, Electric, Laboratory",6640,MB,20-Jul-1987,,,
A-A-53071,"Oven, Laboratory",6640,DM,20-Jul-1987,,,
A-A-53073A,"Gloves, Dental (Rubber, Non-Sterile, Disposable, 50 Pr)",6520,MB,11-Jul-1989,,,
A-A-53077,"Splint, Nasal (Brown Style)",6515,MB,22-Jul-1987,,,
A-A-53078,"Tube and Syringe, Stomach (Adult, Lavage, Edlich, Disposable",6515,MB,16-Jul-1987,,,
A-A-0053079,"Infusion Set, Scalp Vein (21 Gage by 3/4 Inch Needle, With 3",6515,MB,17-Jul-1987,,,
A-A-53080,"Protector, Heel",6515,MB,27-Jul-1987,"Notice: 2 7-Dec-2007",,
A-A-53081,"Amantadine Hydrochloride Capsules, USP",6505,MB,21-Jul-1987,,,
A-A-53082A,"Hanger, X-Ray Film",6525,MB,17-Jun-1988,,,
A-A-53147A,"Bottle, Screw Cap (Swivel Lock Dispensing)",6640,MB,14-Aug-1988,,,
A-A-53148A,"Scissors, General Surgical (Curved, 7 Inch, Metzenbaum, Tons",6515,MB,13-Jul-1989,"Notice: 2 7-Dec-2007",,
A-A-0053149,"Timer, Blood and Plasma Coagulation",6630,MB,1-Sep-1987,,,
A-A-54070,"Mixing Tips, Dental Impression, Syringe Disposable, 48S",6520,MB,15-Oct-1990,,,
A-A-54071,"Gag, Mouth, Dental, Adult",6520,MB,23-Feb-1990,,,
A-A-54072,"Light, Slit, Ophthalmic (With Tonometer)",6540,MB,22-Jan-1990,,,
A-A-54073,"Bottle, Screw Cap",6640,MB,22-Jan-1990,,,
A-A-54076,"Hydrometer, Graduated Scale API Gravity",6630,MB,29-Jan-1990,,,
A-A-54077,"Arm, Phoropter, Refractor",6540,MB,30-Jan-1990,,,
A-A-54078,"Bag, Tissue Specimen",6640,MB,31-Jan-1990,,,
A-A-54079,"Surveyor, Dental, Clasp, Stationary",6520,MB,23-Feb-1990,,,
A-A-54080,"Centrifuge, Laboratory, Micro-Haematocrit",6640,MB,30-Jan-1990,,,
A-A-54081,"Syringe, Irrigating, Dental, Sterile (Disposable)",6520,MB,15-Feb-1990,,,
A-A-54088,"Syringe, Irrigating, Surgical, Barrel and Plunger Type",6515,MB,22-May-1990,,,
A-A-54089A,"Blood Recipient Set, Indirect Transfusion (Disposable)",6515,MB,30-Jun-1992,,,
A-A-54091,Chlorine Test Tablets (DPD Method No 4),6810,MB,20-Feb-1990,,,
A-A-54092,"Tube, Blood Collecting (Vacuum With Separator Gel)",6630,MB,16-Feb-1990,,,
A-A-54093,"Heater, Heat Treatment Pad",6530,MB,9-Mar-1990,,,
A-A-54094,"Light, Surgical, Stand",6530,MB,30-Mar-1990,,,
A-A-54095,"Pillow, Bed (Polyester Fiber)",7210,MB,9-Mar-1990,,,
A-A-54096,"Tray, Instrument (Plastic)",6530,MB,9-Mar-1990,,,
A-A-54097,"Truck, Hand, Shelf (Surgical Dressing)",6530,MB,9-Mar-1990,,,
A-A-54098,Washcloth,7210,MB,30-Mar-1990,,,
A-A-54099,"Battery-Charger, Medical Analyzer",6625,MB,30-Mar-1990,,,
A-A-54998,"Cannula, Heart, Vascular, Sump, Cooley",6515,MB,15-Feb-1995,,,
A-A-54999,"Nephrostomy Set, Percutaneous, 10 FR, Pigtail Catheter",6515,MB,15-Feb-1995,,,
A-A-55000,"Catheterization Set, Cardiovascular, Radial Artery",6515,MB,15-Feb-1995,"Notice: 1 26-May-2005",,
A-A-55001C,"Disk Drive Unit, Half Height, CD-ROM, Small Computer System",7025,IS,23-May-1996,"Notice: 1 26-May-2005",,
A-A-55001/1B,"Disk Drive Unit, Single Drive, Small Computer System Interfa",7025,IS,23-May-1996,"Notice: 1 26-May-2005",,
A-A-55097,"Transformer, Printed Circuit Power, 8 Pin",5950,CC,29-Jan-1993,,,
A-A-55098,"Clothing, Leather, (Aprons, Sleeves, And Jackets)",8415,CT,4-Dec-1992,,,
A-A-55099A,"Rod, Insect Bar",7210,CT,3-Jan-1997,,,
A-A-55100,Yarn: Cotton,8310,CT,10-Nov-1992,,,
A-A-55102,"Liner, Food Inspector's Smock",8415,CT,10-Jun-1995,,,
A-A-55103,"Overshoes, Radioactive Contaminants, Protective",8430,CT,8-Dec-1993,"Notice: 2 4-Dec-2006",,
A-A-55105,"Bag, Barracks",8465,CT,17-Dec-1992,"Notice: 1 31-Jan-2001",,
A-A-55106A,"Whistle, Plastic",8465,CT,3-Mar-1998,,,
A-A-55108,"Hat, Service (White)",8405,CT,16-Dec-1992,,,
A-A-55110A,"Coat, All-Weather, Man's, w/Removable Liner",8405,CT,18-Nov-1993,,,
A-A-55111A,"Coat, All-Weather, Woman's, w/Removable Liner",8410,CT,18-Nov-1993,,,
A-A-55112A,"Bag, Flyer's Helmet",8415,CT,19-Jun-1995,,,
A-A-55113,"Handbag, Women's: Synthetic, Black",8445,CT,7-Jan-1993,,,
A-A-55114,"Bag, Laundry",8465,CT,6-Jan-1993,,,
A-A-55115,"Cloth, Broadcloth, Polyester and Cotton",8305,CT,31-Aug-1993,,,
A-A-55117,"Skis, Military, All Terrain",8465,CT,11-Jan-1993,,,
A-A-55119,"Glove Inserts, Cold Weather",8415,CT,23-Mar-1993,,,
A-A-55120,"Lanyard, Individual Equipment Carrying",8465,CT,21-Jan-1993,,,
A-A-55121,"Apron, Utility, Disposable",8415,CT,25-Jan-1993,,,
A-A-52164A,"Motorcycle: Dual Purpose, Four Stroke, Nominal 250 CC, Modif",2340,AT,26-Jul-1996,,,
A-A-50145,"Cloth, Sheeting, Cotton, and Polyester/Cotton, White",8305,GL,20-Apr-1988,,,
A-A-50167A,"Wadding, Cotton",8320,GL,25-Aug-1994,,,
A-A-59365,"Washer-Extractor, Laundry, 16 to 20 Pound Capacity (Naval Sh",3510,SH,2-Jan-1999,,,
A-A-59364,"Tumbler-Dryer, Laundry, Steam, and Electric (Naval Shipboard",3510,SH,21-Jan-1999,,,
A-A-59363,Laundry Pressing and Finishing Equipment (Naval Shipboard),3510,SH,21-Jan-1999,,,
A-A-59362,"Dry Cleaning Unit Assembly, Fully Automatic, Synthetic Solve",3510,SH,21-Jan-1999,,,
A-A-1441B,"Disinfectant, General Purpose (Quaternary Ammonium Compound)",6840,GS3,23-Nov-2005,,,
A-A-59405,"Trucks, Lift, Fork, Electric, Sit-down, Front Wheel Drive, R",3930,SA,9-Mar-1999,"Notice: 1 1-Aug-2003",,
A-A-59701/2A,"Wrist Strap, Dual Conductor, Metal, Electrostatic Discharge",5920,CC,5-May-2006,,,
A-A-59701/3A,"Wrist Strap, Single Conductor, Adjustable, Thermoplastic, El",5920,CC,5-May-2006,,,
A-A-59701/4A,"Wrist Strap, Dual Conductor, Adjustable, Thermoplastic, Elec",5920,CC,5-May-2006,,,
A-A-59701/5A,"Wrist Strap, Disposable, Electrostatic Discharge",5920,CC,5-May-2006,,,
A-A-59702A,"Fuse, Inclosed Link, Surface Mount (SM), 350 V AC",5920,CC,7-Dec-2006,,,
A-A-59703A,"Fuse, Cartridge, Time-Delay, Class J, 600 Volts (V), Blown F",5920,CC,21-Jun-2006,,,
A-A-59594,"Toilet Tissue, Institutional",8540,SS,9-Oct-2001,"Notice: 1 6-Oct-2006",,
A-A-56011,"Handle, Folding, Male 90 Degree Detent (Notice 1 of Inactiv",5340,MI,16-Aug-1989,"Notice: 1 24-Oct-2001",,
A-A-52313A,"Steel Sheets, Corrugated: 2-1/2 Inch Nominal Corrugation, Pa",9515,AV,29-Aug-2006,"Notice: 2 30-Oct-2006",,
A-A-55139,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 30-Oct-2006",,
A-A-55162,"Connectors, Electrical, Sockets Single In Line Memory Module",5935,CC,23-Jun-1995,"Notice: 2 23-Oct-2006",,
A-A-55164,"Connectors, Electrical, Sockets Single In Line Memory Module",5935,CC,23-Jun-1995,"Notice: 2 30-Oct-2006",,
A-A-55165,"Connectors, Electrical, Sockets Single In Line Memory Module",5935,CC,23-Jun-1995,"Notice: 2 30-Oct-2006",,
A-A-55558,"Connector, Receptacle, Electrical, Utility Power, 15 Amp, 12",5935,CC,18-Jan-1995,,,
A-A-59692,"Adhesive, Water-Resistant (For Clorsure of Fiberboard Boxes)",8040,SS,21-Nov-2001,,,
A-A-1072B,"Skimmer, Kitchen",7330,GL,22-Jul-1996,,,
A-A-1082B,"Spoon, Food Service (Basting, Straining, and Mixing)",7340,GL,24-Jul-1996,,,
A-A-2846,"Rake, Hand (Garden and Lawn)",3750,FSS,1-Aug-1994,,,
A-A-2851C,"Accessories, Paint Roller",8020,FSS,29-Jun-2005,,,
A-A-50357A,"Shoe, Submarine Deck",8430,NU,31-Jan-1985,,,
A-A-50358C,"Coveralls, Disposable, General Purpose",8415,CT,5-Dec-2000,,,
A-A-50359B,"Shoes, Conductive",8430,NU,14-Mar-1994,,,
A-A-50362B,"Overshoes, Men's Rubber, 5 Buckle Type",8430,CT,20-Jul-2000,,,
A-A-50363A,"Jumper, Radioactive Contaminants Protective (Vinyl)",8415,NU,7-Jan-1991,,,
A-A-50364A,"Trousers, Radioactive Contaminants Protective (Vinyl)",8415,CT,7-Jan-1991,,,
A-A-50365A,"Sweater, Woman's Acrylic",8410,CT,9-Oct-1990,,,
A-A-50366A,"Sweater, Man's, Wool",8405,CT,16-Oct-1996,,,
A-A-50367A,"Coat, Man's, All Weather, With Removable Liner",8405,CT,16-Dec-1991,,,
A-A-50368A,"Coat, Woman's, All Weather, With Removable Liner",8410,CT,16-Dec-1991,,,
A-A-50370,"Gloves, Cloth, Vinyl Dipped",8415,NU,31-May-1989,,,
A-A-50371B,"Boots, Firemen's",8430,CT,28-Jul-2001,,,
A-A-50373A,"Vest, Cooling (With Freezable Gel Strips)",8415,CT,7-Dec-1992,,,
A-A-50374,"Bag, Fireman's, Utility",8460,CT,11-Dec-1989,,,
A-A-50375,"Laces, Leggings",8315,CT,14-May-1990,,,
A-A-50378B,"Drawers, Extreme Cold Weather, Men's and Women's",8415,CT,4-Nov-1999,,,
A-A-50379,"Mitten Shells, Men's",8415,NU,29-Aug-1990,,,
A-A-50386,"Gloves, Men's and Women's",8440,CT,13-Mar-1991,,,
A-A-50390A,"Shirt, Disposable",8415,NU,23-Jan-1996,,,
A-A-50492A,"Oilers, Air Line",4930,IS,29-Nov-1993,"Notice: 1 17-Nov-2006",,
A-A-50493B,"Oil, Penetrating (For Loosening Frozen Metallic Parts)",9150,GS3,30-Aug-2001,"Notice: 2 15-Mar-2007",,
A-A-0051596,"Insert, Handpiece, Dental Ultrasonic Prophylaxis Unit",6520,MB,4-Aug-1986,,,
A-A-51597A,"Electrode, Electrocardiograph",6515,MB,15-Jun-1990,,,
A-A-51601B,"Mask, Oronasal, Transparent (Combination Size for Adult, Chi",6515,MB,17-May-1992,,,
A-A-51602B,"Canister, Assembly, Suction, Surgical",6515,MB,5-Aug-1994,,,
A-A-51603A,"Resuscitator, Cardiopulmonary",6515,MB,17-Apr-1987,,,
A-A-51604A,"Stylet Catheter, Tube",6515,MB,9-Mar-1987,,,
A-A-0051607,Resuscitator-Inhalator-Ventilator,6515,MB,12-Aug-1986,,,
A-A-0051609,Sulfadiazine Silver Cream,6505,MB,6-Aug-1986,,,
A-A-51612A,"Suture, Absorbable, Surgical (Glycoside- Lactide Copolymer)",6515,MB,12-Mar-1987,,,
A-A-51614A,"Brush-Sponge, Surgical Scrub",6530,MB,26-Feb-1993,,,
A-A-51615A,"Clip, Hemostatic, Small",6515,MB,6-Feb-1989,,,
A-A-51616A,"Dicloxacillin Sodium Capsules, USP",6505,MB,15-Dec-1989,,,
A-A-51617,"Pliers, Opticians, Lens Axis Aligning, 6 Inch",6540,MB,31-Oct-1986,,,
A-A-51619A,"Matrix Set, Dental (Cervical)",6520,MB,15-Dec-1989,,,
A-A-51620,"Pad, Hot-Cold Treatment, Circulating",6530,MB,22-Aug-1986,,,
A-A-51622,"Parallel Bars, Physical Therapy",6530,MB,22-Aug-1986,,,
A-A-51623A,"Bath, Whirlpool, Leg",6530,MB,24-Mar-1989,,,
A-A-51624,"Cover, Protective, Heat Pad",6530,MB,22-Aug-1986,,,
A-A-51625C,"Disposal Container, Hypodermic Needle and Syringe (Non-Needl",6530,MB,17-Jun-1994,,,
A-A-51626,"Handle, Instrument Tray",6530,MB,22-Aug-1986,,,
A-A-53163,Verapamil Hydrochloride Tablets,6505,MB,21-Aug-1987,,,
A-A-0053166,Portable Blood Warmer,6515,MB,10-Sep-1987,,,
A-A-53167,"Marker, Identification, Dental Health Record",7690,MB,14-Sep-1987,,,
A-A-53176,"Stockinet, Surgical (Drape)",6510,MB,28-Aug-1987,,,
A-A-53177,"Forceps, Dental Articulating Paper",6520,MB,21-Sep-1987,,,
A-A-53180,"Sealer-Holder, Capillary Tube",6640,MB,14-Sep-1987,,,
A-A-0053184,"First Aid Kit, Individual",6545,MB,18-Sep-1987,,,
A-A-53186,"Bandage, Cast, Fiberglass Resin Impregnated",6510,MB,21-Sep-1987,,,
A-A-53188,"Mezlocillin Sodium, Sterile, USP",6505,MB,4-Sep-1987,,,
A-A-53189A,Flurazepam Hydrochloride Capsules,6505,MB,31-Jan-1990,,,
A-A-53192A,"Splint, Traction-Extrication",6515,MB,22-Jan-1988,,,
A-A-53193,"Hammer, Hand (Optical)",5120,MB,15-Sep-1987,,,
A-A-54100,"Cabinet, Storage, Flammable Liquid",7125,MB,9-Mar-1990,,,
A-A-54101,Anesthesiology Equipment (Corrosion-Resisting Steel),6530,MB,30-Mar-1990,,,
A-A-54102,"Case, bone, Nail and Instrument Sterilization",6530,MB,9-Mar-1990,,,
A-A-54103,"Cover, Pillow",7210,MB,30-Mar-1990,,,
A-A-54104,"Cover, Surgical Instrument and Dressing Tray (Aluminum)",6530,MB,30-Mar-1990,,,
A-A-54105,"Dispenser, Surgical Detergent (Free-Standing)",6530,MB,9-Mar-1990,,,
A-A-54106,"Envelope, Drug Dispensing (Polyethylene)",8105,MB,9-Mar-1990,,,
A-A-54107,"Retractor, Abdominal, 12 Inches (Deaver)",6515,MD,1-Mar-1990,,,
A-A-54108,"Retractor, General Operating (Volkmann)",6515,MB,2-Mar-1990,,,
A-A-54109,"Tag, Tissue Specimen",6640,MB,26-Feb-1990,,,
A-A-54110,"Tachometer, Stroboscopic (Portable, Battery Powered)",6680,MB,30-Mar-1990,,,
A-A-54115,"Cement, Zinc Oxide and Eugenol, Dental",6515,MB,21-Mar-1990,,,
A-A-54116,"Preventive Dentistry Paste, Patient",6515,MB,21-Mar-1990,,,
A-A-54126,"Pipet-Diluent, Blood, Laboratory",6630,MB,9-Apr-1990,,,
A-A-54127,"Tube, Drying, Laboratory",6640,MB,16-Apr-1990,,,
A-A-54128,"Dispenser, Strip, Dental",6520,MB,16-May-1990,,,
A-A-55122,"Hood, Rain, Woman's",8410,CT,19-Jan-1993,,,
A-A-55123A,"Smock, General Purpose",8415,CT,18-Nov-1994,,,
A-A-55124A,"Creepers, Ice",8465,CT,17-Oct-1994,,,
A-A-55126A,"Fastener Tapes, Hook And Pile, Synthetic",8315,CT,23-Jun-1999,,,
A-A-55127,"Batting, Synthetic Fibers, Polyester (Unquilted And Quilted)",8320,CT,17-Feb-1993,,,
A-A-55131,"Light, Chemiluminescent, 6 IN - 8 HR - A, G",6260,EC,10-Dec-1992,"Notice: 1 26-May-2005",,
A-A-55132,"Light, Chemiluminescent, 6-IN - 30 MIN E, F",6260,IS,10-Dec-1992,"Notice: 1 26-May-2005",,
A-A-55133,"Light, Chemiluminescent, 6-IN - 30 MIN - G",6260,IS,10-Dec-1992,,,
A-A-55137,"Saw, Jig, Woodworking",1375,GS,17-Jun-1993,"Notice: 2 30-Oct-2006",,
A-A-55138,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 30-Oct-2006",,
A-A-55140,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 23-Oct-2006",,
A-A-55141,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 30-Oct-2006",,
A-A-55142,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,,,
A-A-55143C,"Relays, Electromagnetic, General Purpose, General Requiremen",5945,CC,23-Jun-2006,,"Amendment: 1 1-Nov-2005","Int Amendment: 0 --"
A-A-55143/2B(1),"Relays, Electromagnetic, General Purpose, 10 Amperes, 1-3PDT",5945,CC,15-Oct-2000,"Notice: 2 30-Oct-2006",,
A-A-55144,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 23-Oct-2006",,
A-A-55145,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 23-Oct-2006",,
A-A-55146,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 23-Oct-2006",,
A-A-55147,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 30-Oct-2006",,
A-A-55148,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 23-Oct-2006",,
A-A-55149,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 23-Oct-2006",,
A-A-55150,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 30-Oct-2006",,
A-A-55151,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,7-Dec-1993,"Notice: 2 23-Oct-2006",,
A-A-59407A,"Test Set Group, Radio",6625,82,14-May-1999,"Notice: 1 31-May-2005",,
A-A-59304,Methyl Ethyl Ketone Peroxide (Catalyst),6810,GS3,8-Mar-1999,,,
A-A-59281,"Cleaning Compound, Solvent Mixtures",6850,GS,8-Mar-1999,,,
A-A-59377A,"Coupling Assembly, Quick-Disconnect, Sexless Type",4730,AT,15-Aug-2000,"Notice: 1 11-May-2005",,
A-A-59285,"Saws, Power, Hack",3405,GS6,17-Mar-1999,"Notice: 1 11-May-2005",,
