Document Number,Document Title,Document Date,Cancelled/Superceding Document,Cancelled/Superceding Date
HHH-V-002132,"Peas and Carrots, Thermostabilized, Tray Pack",28-Jun-1983,MIL-P-44287,Superceding Date: 22-Jul-1988
NNN-G-692C,"Graduate, Liquid, Laboratory and Pharmaceutical, Glass",6-Mar-1970,A-A-51344,Superceding Date: 27-May-1988
NNN-F-001652,"Funnel, Common Laboratory, Polypropylene, Ribbed",5-Aug-1970,A-A-51212,"Cancelled Date: 3-Jun-1988 Superceding Date: 20-Mar-1992"
NNN-F-1486B,"Filler, Pipet, Rubber",9-Nov-1978,A-A-51803,Superceding Date: 14-May-1993
NNN-F-289D,"Flask, Volumetric",7-Feb-1977,A-A-51360,Superceding Date: 11-May-1988
NNN-F-240D,"Flask, Laboratory",1-Sep-1976,A-A-51109,Superceding Date: 17-May-1988
NNN-D-1478B,"Dish, Culture, Petri (Glass)",7-Mar-1978,A-A-54775,Superceding Date: 5-Mar-1993
NNN-D-345A,"Dish, Evaporating, Platinum",11-Jan-1963,ASTM-E 786,Superceding Date: 21-Nov-2000
NNN-D-335B,"Dish, Culture, Petri, Sterile, Plastic, Disposable",24-Sep-1975,A-A-50853,Superceding Date: 11-May-1988
NNN-C-1698A,"Counter, Blood Cells, Differential",12-Jun-1975,A-A-50802,Superceding Date: 12-May-1988
NNN-C-1434C,"Cover Glass, Microscope Slide",21-Jan-1977,A-A-51271,Superceding Date: 6-Apr-1988
NNN-C-940C,"Cylinder, Graduated, Laboratory; Glass",1-Sep-1976,A-A-50807,Superceding Date: 11-May-1988
NNN-C-00680A,"Crucibles, Filtering and Ignition; and Covers, Laboratory",24-May-1972,A-A-51686,Superceding Date: 22-Mar-1993
NNN-C-680,"Crucibles, Filtering and Ignition; and Covers; Laboratory",22-Sep-1961,A-A-51686,Superceding Date: 27-May-1988
NNN-C-435B,"Clamps, Rubber Tubing Regulating and Shut Off (Laboratory)",22-Jun-1970,A-A-51245,Superceding Date: 11-May-1988
NNN-C-25B,"Casserole, Laboratory, Porcelain",10-Jul-1978,A-A-54739,Superceding Date: 1-Nov-1992
NNN-B-001194,"Bottles: Dropper, and Dropping TK",14-Jun-1966,A-A-51374,Superceding Date: 26-Mar-1993
NNN-B-00789A,"Buret, Straight, Precision",19-May-1965,A-A-51246,Superceding Date: 2-Nov-1992
NNN-B-789(1),"Buret, Straight, Precision",25-Mar-1963,A-A-51246,Superceding Date: 2-Nov-1992
NNN-B-585B,"Boxes, Microscope Slide, Plastic",11-Jan-1979,A-A-53683,Superceding Date: 5-Oct-1990
NNN-B-175C,"Beaker, Laboratory, Glass",11-Nov-1976,A-A-51101,Superceding Date: 11-May-1988
MMM-A-002048,"Adhesive, Fire-Resistant, Thermal Insulation",1-Apr-1978,MIL-A-3316,Superceding Date: 19-Jun-1995
MMM-A-002015,"Adhesive, Semi-Solid, Stick Form, With Dispensers",6-Apr-1977,A-A-342,Superceding Date: 9-Jun-1995
MMM-A-1993A,"Adhesive, Epoxy, Sand-Filled (For Repairing, Sealing, And Gr",2-Aug-1993,A-A-3098,Superceding Date: 14-Oct-1997
MMM-A-250C(1),"Adhesive, Water-Resistant (for Closure of Fiberboard Boxes)",15-May-1975,A-A-59692,Superceding Date: 19-Dec-2001
MMM-A-188C,"Adhesive, Urea-Resin-Type (Liquid and Powder)",2-Jan-1975,A-A-3052,Superceding Date: 12-Aug-1996
MMM-A-187B(1),"Adhesive, Epoxy Resin Base Low and Intermediate Strength, Ge",11-Sep-1974,A-A-3053,Superceding Date: 6-Aug-1996
MMM-A-180C,"Adhesive, Polyvinyl Acetate Emulsion",6-Aug-1979,A-A-1270,Superceding Date: 16-Apr-1996
MMM-A-179B,Adhesive: Paper Label,18-Aug-1982,A-A-3006,Superceding Date: 11-Mar-1998
MMM-A-137D,"Adhesive, Resilient Flooring (Water Soluble)",4-Aug-1976,A-A-3139,Superceding Date: 23-Feb-1998
MMM-A-131A,"Adhesives, Glass-To-Metal (for Bonding of Optical Elements)",6-Jan-1966,MIL-A-48611,Superceding Date: 14-Nov-1985
MMM-A-130B,"Adhesive, Contact",9-Dec-1974,A-A-1936,Superceding Date: 12-Apr-1996
MMM-A-125D,"Adhesive, Casein-Type, Water and Mold Resistant",27-Aug-1984,ASTM-D4689,Superceding Date: 30-Oct-1991
MMM-A-115C,"Adhesive, Asphalt, Water Emulsion Type (for Asphalt and Viny",6-Aug-1979,A-A-3138,Superceding Date: 9-Jul-1998
MMM-A-100D,"Adhesive, Animal Glue",7-Feb-1978,A-A-3001,Superceding Date: 23-May-1996
LLL-T-1332A,Toothpicks (Wood),26-Oct-1973,A-A-1056,Superceding Date: 5-Apr-1990
LLL-S-731B,"Stopper, Bottle, Cork",15-May-1965,A-A-54888,"Cancelled Date: 29-May-1975 Superceding Date: 1-Sep-1993"
LLL-S-720A,"Stirring Stick, Beverage, (Wood)",9-May-1974,A-A-1081,Superceding Date: 30-Apr-1990
LLL-S-710H,"Stepladders, Wood",16-Sep-1977,UL-112,Superceding Date: 11-Apr-1991
LLL-R-626D,"Rosins: Gum, Wood, and Tall Oil",5-Jan-1984,A-A-59142,Superceding Date: 21-Jan-1998
LLL-L-51D,"Ladder, Portable, Wood: Extension and Straight",4-Sep-1985,UL-112,Superceding Date: 5-Jan-1995
LLL-I-535B,"Insulation Board, Thermal (Cellulosic Fiber)",15-Aug-1977,ASTM C 523,Superceding Date: 18-Aug-1983
LLL-H-1142A,"Hanger, Trouser",8-May-1973,A-A-2899,Superceding Date: 15-Mar-1995
LLL-H-35,"Hardbaord, Fibrous-Felted (Fiberboard)",21-Dec-1955,LLL-B-810,Superceding Date: 7-Jul-1965
LLL-B-810B,"Building Board, (Hardboard) Hard Pressed, Vegetable Fiber",28-Sep-1973,ANSI-A135.4,"Cancelled Date: 2-Oct-1984 Superceding Date: 26-Jan-1990"
LLL-B-800B,"Building Board (Wood Particle Board) Hard Pressed, Vegetable",20-Aug-1974,ANSI-A208.1,Superceding Date: 30-Sep-1985
LLL-B-568F,"Boards, Food Slicing",10-Jan-1975,A-A-391,Superceding Date: 6-Nov-1989
LLL-A-650D,"Arch and Clip Board Files, Composition Hardboard Back",18-Nov-1989,A-A-2894,Superceding Date: 4-Apr-1996
KKK-T-2111M,"Trucks and Truck Tractors: Commercial, Diesel Engine Driven,",15-Sep-1991,FED-STD-807,Superceding Date: 27-Jul-1994
KKK-T-2110M,"Trucks and Truck Tractors: Commercial, Diesel or Gasoline En",15-Sep-1991,FED-STD-794H,Superceding Date: 27-Jul-1994
KKK-T-2109M,"Trucks and Truck Tractors: Commercial, Diesel, or Gasoline E",15-Sep-1991,FED-STD-807,Superceding Date: 27-Jul-1994
HHH-G-640A,"Greens, Leafy, Frozen",5-Mar-1958,HHH-V-1745/9,Superceding Date: 3-Dec-1973
HHH-G-620A,"Greens, Broccoli, Fresh; Greens, Collard, Fresh",9-Jan-1958,HHH-V-1744/17,Superceding Date: 19-Oct-1973
HHH-E-516C,"Endive, Escarole, and Chicory; Fresh",28-Oct-1958,HHH-V-1744/16,Superceding Date: 19-Oct-1973
HHH-E-236D,"Eggplant, Fresh",23-Jan-1963,HHH-V-1744/15,Superceding Date: 19-Oct-1973
HHH-C-002167,"Corn, Sweet, Cream Style, Thermostabilized, Tray Pack",6-Aug-1985,MIL-C-44339,Superceding Date: 7-Apr-1989
HHH-C-002134A,"Carrots, Glazed, Thermostabilized, Tray Pack",26-Sep-1985,MIL-C-44268,Superceding Date: 22-Jul-1988
HHH-C-751F,"Cucumbers, Fresh",8-Apr-1969,HHH-V-1744/14,Superceding Date: 19-Oct-1973
HHH-C-591F,"Corn, Fresh",22-May-1968,HHH-V-1744/13,Superceding Date: 19-Oct-1973
HHH-C-586C,"Corn, Frozen",13-Nov-1961,HHH-V-1745/8,Superceding Date: 3-Dec-1973
HHH-C-575E,"Coffee, Instant",10-Sep-1987,A-A-20184,Superceding Date: 3-Jun-1994
HHH-C-571F,Coffee,23-Sep-1985,A-A-20213,Superceding Date: 4-Jun-1996
HHH-C-191F,"Celery, Fresh",7-Sep-1967,HHH-V-1744/12,Superceding Date: 19-Oct-1973
HHH-C-102B,"Cauliflower, Frozen",9-Oct-1970,HHH-V-1745/7,Superceding Date: 3-Dec-1973
HHH-C-101D,"Cauliflower, Fresh",1-Apr-1963,HHH-V-1744/11,Superceding Date: 19-Oct-1973
HHH-C-90A,"Carrots, Frozen",7-Apr-1972,HHH-V-1745/6,Superceding Date: 3-Dec-1973
HHH-C-81E(2),"Carrots, Fresh",14-Mar-1963,HHH-V-1744/10,Superceding Date: 19-Oct-1973
HHH-C-26D(3),"Cabbage, Fresh",16-Jul-1964,HHH-V-1744,Superceding Date: 19-Oct-1973
HHH-B-002166,"Beans, Green, Thermostabilized, Tray Pack",31-Mar-1981,MIL-B-44245,Superceding Date: 22-Jul-1988
HHH-B-002140,"Beans With Pork, Thermostabilized, Tray Pack",21-Jul-1987,MIL-B-44242,Superceding Date: 22-Jul-1988
HHH-B-731,Brussels Sprouts; Frozen,20-Apr-1949,HHH-V-1745/5,Superceding Date: 3-Dec-1973
HHH-B-725C,"Brussels Sprouts, Fresh",5-Sep-1967,HHH-V-1744/7,Superceding Date: 19-Oct-1973
HHH-B-692B,"Broccoli, Frozen",6-Jul-1960,HHH-V-1745/4,Superceding Date: 3-Dec-1973
HHH-B-691C,"Broccoli, Fresh, Bunched",10-Aug-1961,HHH-V-1744/6,Superceding Date: 19-Oct-1973
HHH-B-166E,"Beets, Fresh",31-Jul-1964,HHH-V-1744/5,Superceding Date: 19-Oct-1973
HHH-B-145C,"Beans, Lima, Frozen",29-Sep-1961,HHH-V-1745/3,Superceding Date: 3-Dec-1973
HHH-B-136,"Beans, Green and Wax; Frozen",20-Apr-1949,HHH-V-1745/2,Superceding Date: 3-Dec-1973
HHH-A-735C,"Asparagus, Frozen",16-Jun-1961,HHH-V-1745/1,Superceding Date: 3-Dec-1973
HHH-A-731B,Asparagus; Fresh,10-Aug-1961,HHH-V-1744/2,Superceding Date: 19-Oct-1973
HHH-A-696B,"Artichokes, Fresh, Globe Type",19-Jul-1961,HHH-V-1744/1,Superceding Date: 19-Oct-1973
GGG-Y-35B,Yardstick (Wood and Aluminum),24-Nov-1986,A-A-2940,Superceding Date: 28-Dec-1995
GGG-W-686E,"Wrench, Torque, Unidirectional",30-May-1994,GGG-W-2843,Superceding Date: 14-Sep-1998
GGG-W-00647,"Wrench, Bung, and Wrench, Drain Plug",11-Oct-1966,A-A-3086,Superceding Date: 28-Oct-1996
GGG-W-646(3),"Wrench, Open End, Ratchet (Tac Pattern), for Tube Fittings,",13-Jul-1954,A-A-3041,Superceding Date: 1-Nov-1996
GGG-W-631B,"Wrenches, Adjustable; Open-End, Auto, and Monkey",27-Nov-1961,A-A-2344A,Superceding Date: 5-Jan-1989
GGG-W-330B,"Wheel, Resilient, (for Abrasive-Coated Cloth Belts or Bands)",7-Apr-1964,A-A-51174,Superceding Date: 18-Jul-1989
GGG-W-301B,"Wheel, Buffing and Polishing",8-Jan-1963,A-A-51175,Superceding Date: 2-Apr-1998
GGG-W-290C,"Wheels, Abrasive, Snagging",5-Apr-1985,ANSI-B 7.1,Superceding Date: 17-Oct-1991
GGG-W-201B,"Wedge, Metal: Jointing and Breaking",6-Jun-1990,A-A-3035,Superceding Date: 28-Oct-1996
QPL-GGG-W-113-19,"Watch, Wrist",4-Apr-1986,MIL-W-46374,Superceding Date: 25-Mar-1987
GGG-V-445A,"Vise, Woodworker's and Patternmaker's",3-Aug-1966,A-A-3036,Superceding Date: 12-Nov-1996
GGG-V-443A,"Vises, Machine Table: Bench and Machine Table: Contour Gripp",10-Jan-1969,A-A-51123,Superceding Date: 21-Apr-1987
GGG-V-436D(10),Vises,20-Jun-1958,GGG-V-440,Superceding Date: 27-Apr-1971
GGG-V-415A,"Vise, Pipe",4-Apr-1967,A-A-2980,Superceding Date: 16-Oct-1996
GGG-V-191D,V Block and Clamp,21-Sep-1971,A-A-51150,Superceding Date: 21-Apr-1987
GGG-T-2761,"Tongs, Material Lifting, Pipe",2-Jun-1991,A-A-59228,Superceding Date: 18-May-1998
GGG-T-661B,"Trammels, and Trammel Points",13-Oct-1966,A-A-2537,Superceding Date: 10-May-1988
GGG-T-581B,"Taps, Dies, Diestocks, and Threading Set-Pipe Threading, Han",17-Oct-1962,A-A-305,Superceding Date: 8-Sep-1998
GGG-T-00570A(2),"Torch Kit, Soldering (Propane Gas)",20-Oct-1965,A-A-51128,Superceding Date: 30-May-1985
GGG-T-70B(1),"Tap, Thread Cutting, (Standard, American National Form and",14-Mar-1961,ASME/ANSI B94.9,Superceding Date: 8-Sep-1998
GGG-T-60A,"Taps, Thread Cutting (Carbon Steel, Hand, Cut Thread, Unifie",24-Nov-1970,ANSI-B94.9,Superceding Date: 30-Sep-1998
HHH-V-1867/6,"Potatoes, White, (Peeled)",10-Jul-1974,A-A-20039,"Cancelled Date: 14-Mar-1983 Superceding Date: 19-Jun-1987"
HHH-V-1867/3A,"Lettuce, Fresh, Ready-To-Use",10-Jan-1975,A-A-20173,Superceding Date: 7-Apr-1989
HHH-V-1867/1,"Cabbage, Fresh, Shredded",10-Jul-1974,A-A-20152,"Cancelled Date: 14-Mar-1983 Superceding Date: 22-Jul-1988"
HHH-V-1867/GEN(1),"Vegetables, Fresh, Table Ready (Ready-To-Use) (General Speci",10-Jul-1974,A-A-20173,Superceding Date: 7-Apr-1989
HHH-V-1744/32,"Rhubarb, Fresh",19-Oct-1973,AMS 07CFR51.3665,Superceding Date: 14-Mar-1983
HHH-V-1744/30,"Potatoes, White, Fresh",19-Oct-1973,AMS 07CFR52.1813,Superceding Date: 14-Mar-1983
HHH-V-1744/29,"Potatoes, Sweet, Fresh",19-Oct-1973,AMS 07CFR51.1600,Superceding Date: 14-Mar-1983
HHH-V-1744/28,"Peppers, Sweet, Fresh",19-Oct-1973,AMS 07CFR51.3270,Superceding Date: 14-Mar-1983
HHH-V-1744/4,"Beans, Lima, Fresh",19-Oct-1973,AMS 07CFR51,Superceding Date: 14-Mar-1983
HHH-T-191I(3),Tea,22-Jul-1968,A-A-20033A,Superceding Date: 21-May-1986
HHH-R-86C(1),"Radish, Fresh, Red",23-Jan-1963,HHH-V-1744/31,Superceding Date: 19-Oct-1973
HHH-K-106D,"Kale, Fresh",13-May-1968,HHH-V-1744/18,Superceding Date: 19-Oct-1973
HHH-G-651C,"Greens, Mustard, Fresh and Greens, Turnip, Fresh",20-Aug-1962,HHH-V-1744/17,Superceding Date: 19-Oct-1973
GGG-S-1808,"Screwdriver, Jewelers' (Swivel Knob, Interchangeable Blades)",23-Apr-1973,A-A-3152,Superceding Date: 8-Jan-1998
GGG-S-001333A,"Scraper and Squeegee, Vehicle Window",16-Oct-1975,A-A-3070,Superceding Date: 2-Oct-1995
GGG-S-620B(1),"Spectacles, Industrial; and Lenses (Ophthalmic, Plano and Pr",23-Oct-1978,A-A-1995,"Cancelled Date: 29-Nov-1983 Superceding Date: 29-Nov-1983"
GGG-S-595B,"Soldering Irons, Nonelectric, (Coppers)",9-Feb-1972,A-A-50971,Superceding Date: 20-Jun-1986
GGG-S-285B(2),"Shears, Pruning, Hand, (Two-Hand Operated, Lopping)",22-May-1964,A-A-243A,Superceding Date: 3-Feb-1994
GGG-S-284B,"Shears; Pruning, Hand, (One-Hand Operated)",15-May-1964,A-A-962A,Superceding Date: 3-Feb-1994
GGG-S-282E,"Shears, Metal Cutting, Electric (Portable)",13-Nov-1969,A-A-50459,Superceding Date: 31-Aug-1983
GGG-S-280F(1),"Shears, Grass Cutting and Shears, Hedge Trimming",2-Aug-1972,A-A-2845,Superceding Date: 3-Oct-1994
GGG-S-00275,"Shears, Barbers'",21-Oct-1965,A-A-2887,Superceding Date: 10-Jan-1995
GGG-S-131E(1),"Scribers, Machinists'",12-Oct-1965,A-A-3026,Superceding Date: 15-Nov-1996
GGG-S-00122A,"Screwdriver, Clutch Tip",6-Nov-1967,GGG-S-121,Superceding Date: 16-Oct-1974
GGG-S-0075A(1),"Saw Set, Hand",4-Jan-1966,A-A-2968,Superceding Date: 18-Jul-1996
GGG-S-75(1),"Saw Set, Hand",3-Oct-1955,A-A-2968,Superceding Date: 18-Jul-1996
GGG-S-66C,"Saws, Hole' Blades, Arbors, and Integral Units",8-Nov-1978,A-A-51135,Superceding Date: 10-Aug-1987
GGG-S-60C,"Saws, Butcher's; and Blades, Butcher's Handsaw",9-Feb-1978,A-A-2574,Superceding Date: 6-Apr-1989
GGG-R-00620(1),"Roller, Hand (Rubber Roller)",28-Apr-1965,A-A-3034,Superceding Date: 28-Oct-1996
GGG-R-00395(1),"Riveter, Blind, Hand and Heads",27-Jul-1966,A-A-3043,Superceding Date: 6-Nov-1996
GGG-R-200B,"Removal Tool, Oil Filter",16-Nov-1965,A-A-2978,Superceding Date: 28-Oct-1996
GGG-R-180F(1),"Reamers, Hand and Machine: Arbors, Shell Reamer: and Pilots,",1-Dec-1992,ANSI-B94.2,Superceding Date: 18-Sep-1995
GGG-R-96E,"Rake, Hand (Garden and Lawn)",6-Jun-1978,A-A-2846,Superceding Date: 1-Aug-1994
GGG-P-791C(2),"Pullers, Nail, Hand",5-Apr-1961,A-A-3040,Superceding Date: 28-Oct-1996
GGG-P-676B,"Protractors, Mechanic's, Bevel and Plain",6-Jan-1987,A-A-3084,Superceding Date: 13-Nov-1996
GGG-P-446A,"Plate, Lapping",17-Feb-1965,A-A-51141,Superceding Date: 25-May-1989
PPP-B-587B,"Boxes, Wood, Wirebound Pallet Type",31-Mar-1987,ASTM-D 6254,Superceding Date: 22-Sep-2000
PPP-B-576C,"Boxes, Wood-Cleated Panelboard",22-Dec-1992,ASTM-D6251,Superceding Date: 11-Jun-1998
PPP-B-00569A,Box and Plastic Liner (for Liquids),12-Mar-1962,PPP-C-569,Superceding Date: 25-Apr-1963
PPP-B-00562A,"Box, Corrugated Fiberboard, High Compression Strength,",14-Jan-1966,PPP-B-1364,Superceding Date: 1-May-1968
PPP-B-41B(1),"Barrels; Wood, Slack",9-Sep-1964,PPP-B-1806,Superceding Date: 4-Oct-1973
PPP-B-35C,"Bags, Textile, Shipping, Burlap, Cotton and Waterproof Lamin",9-Apr-1976,A-A-881B,Superceding Date: 27-Mar-1991
PPP-B-28A(1),"Bag, Plastic (Sandwich)",29-Aug-1977,A-A-148A,Superceding Date: 4-Feb-1991
PPP-B-0025B,"Bags, Plastic, Polyethylene (Liners)",15-Jul-1965,PPP-B-26,Superceding Date: 28-Oct-1970
PPP-B-23B,"Bags, Motion Sickness",31-Jan-1974,A-A-871A,Superceding Date: 7-May-1993
PPP-B-20D,"Bags, Cotton, Mailing",19-Mar-1980,A-A-2714,Superceding Date: 31-May-1991
PPP-B-15C,"Bags and Envelopes, Cellophane, for Packaging",6-Jun-1975,A-A-1247A,Superceding Date: 27-Mar-1991
NNN-T-1499A,"Tube, Capillary, Blood Sample",15-Apr-1978,A-A-51258,Superceding Date: 23-May-1988
NNN-T-001476A(2),"Test Tube (Glass, Disposable)",30-Jan-1976,A-A-53657,Superceding Date: 14-May-1993
NNN-T-780B,"Tube, Centrifuge, Glass",10-Mar-1970,A-A-51244,Superceding Date: 23-May-1988
NNN-T-698(1),"Tripod, Laboratory Apparatus",20-Feb-1963,A-A-53948,Superceding Date: 30-Nov-1990
NNN-T-580,"Tongs, Laboratory",16-Jul-1963,A-A-51358,Superceding Date: 17-May-1988
NNN-S-1356B,"Spatula, Laboratory (Metal Blade)",25-Sep-1978,A-A-50335,Superceding Date: 14-Jul-1988
NNN-S-00750A,"Stand, Laboratory Apparatus Support",7-May-1975,A-A-51211,Superceding Date: 2-Nov-1992
NNN-S-750,"Stand, Laboratory Apparatus Support",22-Oct-1962,A-A-51211,Superceding Date: 2-Nov-1992
NNN-R-770,"Rule, Laboratory (Measuring, Plastic, and Wood)",7-Apr-1966,A-A-54946,Superceding Date: 18-May-1994
NNN-R-560A,"Rod, Stirring, Laboratory",15-Jan-1963,A-A-51073,Superceding Date: 1-Apr-1988
NNN-R-370A,"Ring, Laboratory Apparatus Support",13-Feb-1970,A-A-51274,Superceding Date: 5-Apr-1988
NNN-P-1483D,"Pipet, Bacteriological (Pasteur Type)",11-Jan-1979,A-A-53058,Superceding Date: 12-May-1988
NNN-P-395D,"Pipet, Volumetric (Transfer)",24-Feb-1978,A-A-53890,Superceding Date: 6-Nov-1990
NNN-P-40B,"Paper, Lens",13-Mar-1973,A-A-50177,Superceding Date: 6-Nov-1990
NNN-H-001497(1),"Holder, Blood Collecting Tube",17-Sep-1970,A-A-53865,"Cancelled Date: 27-Apr-1990 Superceding Date: 5-Oct-1990"
KKK-T-2108M,"Trucks and Truck Tractors: Commercial, Diesel or Gasoline En",15-Sep-1991,FED-STD-794H,Superceding Date: 27-Jul-1994
KKK-T-2107M,"Trucks and Truck Tractors: Commercial, Diesel or Gasoline En",15-Sep-1991,FED-STD-794H,Superceding Date: 27-Jul-1994
KKK-T-00701E(3),"Trucks, Gasoline, or Diesel Engine (Jx2, 6X4) 24,000 Pounds",25-Oct-1974,KKK-T-2109,Superceding Date: 1-Jul-1981
KKK-T-701B(1),"Trucks; Gasoline or Diesel Engine, Four Wheels-Two Rear Whee",2-Mar-1948,KKK-T-2109D,Superceding Date: 1-Jul-1981
KKK-L-1086D,"Loader, Scoop Type, Full Tracked",15-Oct-1991,A-A-59154,Superceding Date: 28-Feb-1998
KKK-F-2752,"Firetruck, Pumper",1-Jan-1989,42PARTIV,"Cancelled Date: 27-Jul-1994 Superceding Date: 27-Jul-1994"
KKK-F-2201,"Firetruck, Wildland, 4X2, 4X4, Gasoline or Diesel Engine, 8,",1-Mar-1986,FSS42PartIV,Superceding Date: 27-Jul-1994
KKK-F-2115,"Firetruck (Pumper), Diesel Engine, 4X2 or 4X4, 11,000 to 20,",1-Jun-1985,42PARTIV,Superceding Date: 27-Jul-1994
KKK-F-1964B,"Firetruck (Pumper) Gasoline or Diesel Engine (4X2, 4X4, 6X4)",1-Jan-1989,FSS42PartIV,Superceding Date: 27-Jul-1994
KKK-E-2810,"Excavator, Multipurpose, Wheel-Undercarriage Diesel-Engine-D",8-Mar-1993,A-A-59251,Superceding Date: 16-Jun-1998
KKK-E-2808,"Excavator, Multipurpose, Truck Mounted, Two Cabs",30-Dec-1992,A-A-59250,Superceding Date: 16-Jun-1998
KKK-D-2778,"Distributors, Water Tank, Truck Mounted Front and Rear Spray",26-Mar-1992,A-A-59241,Superceding Date: 16-Jun-1998
KKK-C-650E(1),"Creeper, Mechanic's (Automotive)",15-Jul-1985,A-A-50313,Superceding Date: 15-Apr-1994
JJJ-V-002180,"Potatoes, Sweet, Glazed, Thermostabilized, Tray Pack",22-Jul-1988,MIL-P-44241,Superceding Date: 22-Jul-1988
JJJ-V-002174,"Corn, Whole Kernel, Thermostabilized, Tray Pack",27-Jun-1985,MIL-C-44338,Superceding Date: 7-Apr-1989
JJJ-V-002173,"Carrots, Sliced, Thermostabilized, Tray Pack",22-Jul-1988,MIL-C-44262,Superceding Date: 22-Jul-1988
JJJ-V-002169,"Potatoes, Diced in Butter Sauce, Thermostabilized, Tray Pack",8-Aug-1985,MIL-P-44234,Superceding Date: 22-Jul-1988
JJJ-S-701F(1),"Starch, Laundry",25-Jun-1974,A-A-94,Superceding Date: 14-Jan-1992
JJJ-S-581C,Soups; Canned,14-Dec-1965,A-A-20145,Superceding Date: 7-Apr-1989
JJJ-S-351H,Syrup,20-Oct-1981,A-A-20124A,Superceding Date: 3-Jun-1994
JJJ-S-181B,"Seeds, Agricultural",3-Sep-1964,A-A-2671,Superceding Date: 8-Feb-1991
JJJ-S-30G(1),"Salad Oil, Vegetable",24-Mar-1978,A-A-20091,Superceding Date: 21-May-1986
JJJ-P-002195,"Potato Salad, Thermostabilized, Tray Pack",6-Jan-1984,MIL-P-44267,Superceding Date: 22-Jul-1988
JJJ-P-1865(2),"Peppers, Pickled, Cherry and Jalapeno",5-Jul-1974,A-A-20141,Superceding Date: 22-Jul-1988
JJJ-P-630C,"Potatoes, White, Dehydrated",16-Apr-1979,A-A-20032B,Superceding Date: 22-Jun-1990
JJJ-J-850A(1),"Juice, Vegetable, Canned",28-Mar-1977,A-A-20156,Superceding Date: 22-Jul-1988
JJJ-C-501G,Cocoa,22-Jul-1977,A-A-20034,Superceding Date: 21-May-1986
JJJ-C-91F(2),"Catcup, Tomato",22-Jul-1968,JJJ-V-1746/25,Superceding Date: 13-Jan-1973
JJJ-C-86A,"Castor Oil, Technical",30-Oct-1970,ASTM-D960,Superceding Date: 22-Sep-1997
JJJ-C-76D(1),"Carrot, Canned",3-Sep-1963,JJJ-V-1746/5,Superceding Date: 13-Jan-1973
JJJ-B-0087A,"Ball, Gauze",13-May-1963,A-A-54749,Superceding Date: 1-Nov-1992
JJJ-B-87,"Ball, Gauze",22-Dec-1959,A-A-54749,Superceding Date: 1-Nov-1992
HHH-V-002178,"Vegetables, Mixed, Thermostabilized, Tray Pack",22-Jul-1988,MIL-V-44261,Superceding Date: 22-Jul-1988
HHH-V-002136,"Escalloped Potatoes, Thermostabilized, Traypack",26-Sep-1988,MIL-P-44231,Superceding Date: 22-Jul-1988
HHH-V-002134A,"Carrots, Glazed, Thermostabilized, Tray Pack",26-Sep-1985,MIL-C-44268,Superceding Date: 22-Jul-1988
HHH-V-002133,"Peas and Mushrooms, Thermostabilized, Tray Pack",22-Jul-1988,MIL-P-44260,Superceding Date: 22-Jul-1988
CCC-T-191/5304,Abrasion Resistance of Cloth; Oscillatory Cylinder Wyzenbeek,15-May-1951,FED-STD-191/5304,Superceding Date: 31-Dec-1968
GGG-F-570A(1),"Forceps, Sheet Holder",29-Jan-1966,A-A-3087,Superceding Date: 28-Oct-1996
GGG-F-00340(2),"Files, Rotary",8-Nov-1965,A-A-51146,Superceding Date: 19-Mar-1990
GGG-E-936C,"Extractor, Screw (Stud and Pipe), and Extractor, Tap",24-Feb-1967,A-A-3021,Superceding Date: 15-Oct-1996
GGG-E-00930,"Extractor, Electron Tube (Tong Type)",20-Dec-1963,A-A-2972,Superceding Date: 31-Jul-1998
GGG-E-00926C,Extractor; Cotter Pin,14-Mar-1968,A-A-385,Superceding Date: 5-Jun-1985
GGG-D-2782,"Drive, Power, Portable; for Pipe and Bolt Threading, Electri",11-Jun-1991,A-A-59247,Superceding Date: 16-Jun-1998
GGG-D-650B,"Drill, Masonry, Rotary Driven (Coreless)",31-Aug-1967,ANSI-B212.15,Superceding Date: 10-Nov-1998
GGG-D-641A,Drifts; Drill,23-Feb-1956,A-A-2545,Superceding Date: 24-Oct-1989
GGG-D-326C,"Digger; Post Hole, Hinged",26-Mar-1964,A-A-2975,Superceding Date: 2-Oct-1996
GGG-D-296B(1),"Die, Thread Cutting and Rethreading, Collet, Threading Die,",23-Feb-1968,A-A-411,Superceding Date: 2-Feb-1999
GGG-C-800B,"Cutter, Wire Rope, Hand Operated",27-Feb-1964,A-A-3029,Superceding Date: 15-Nov-1996
GGG-C-751D,"Cutters, Glass: Wheel Type (for Sheet Glass and Round Gage",1-Feb-1966,A-A-3024,Superceding Date: 7-Nov-1996
GGG-C-746G,"Cutlery, Galley and Kitchen (Cleaver, Forks, Knives, Spatula",26-Jul-1979,A-A-2733,Superceding Date: 7-Dec-1995
GGG-C-740D,"Cutter, Bolt",11-Jan-1963,A-A-3047,Superceding Date: 15-Nov-1996
GGG-C-735B,"Cutter, Angle, Hand Operated",29-Feb-1988,A-A-2969,Superceding Date: 10-Sep-1996
GGG-C-00555B(2),"Compressor, Piston Ring, Band-Type",24-Jun-1966,A-A-3038,Superceding Date: 28-Oct-1996
GGG-C-555,"Compressor, Piston Ring, Band-Type",8-Dec-1955,A-A-3038,Superceding Date: 28-Oct-1996
